Player,PlayerID,URLs,Pos,Age,Tm,G,GS,MP,MP/G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,PER,OWS,DWS,WS,WS/48,atTwitter,twitter
Georgios Papagiannis,\papagge01,http://www.basketball-reference.com/players/p/papagge01.html,C,19,SAC,18,0,262,14.6,2.2,4.2,0.526,0,0.1,0,2.2,4.2,0.533,0.526,0.5,0.6,0.9,1,2.7,3.7,0.6,0.1,0.9,0.8,1.8,4.9,12.8,0.1,0.2,0.4,0.065,@G_P_06,G_P_06
Jabari Parker,\parkeja01,http://www.basketball-reference.com/players/p/parkeja01.html,PF,21,MIL,51,50,1728,33.9,7.8,16,0.49,1.3,3.5,0.365,6.5,12.5,0.525,0.53,3.2,4.3,0.743,1.5,4.6,6.1,2.8,1,0.4,1.8,2.2,20.1,19.1,2.6,1.4,4,0.112,@JabariParker,JabariParker
Tony Parker,\parketo01,http://www.basketball-reference.com/players/p/parketo01.html,PG,34,SAS,60,60,1523,25.4,4.2,9.2,0.463,0.4,1.1,0.343,3.9,8,0.479,0.484,1.3,1.9,0.712,0.2,1.7,1.8,4.6,0.5,0,1.5,1.4,10.2,12.9,1.2,1.6,2.8,0.088,@tonyparker,tonyparker
Chandler Parsons,\parsoch01,http://www.basketball-reference.com/players/p/parsoch01.html,SF,28,MEM,34,34,675,19.9,2.2,6.5,0.338,0.7,2.7,0.269,1.5,3.8,0.388,0.394,1,1.3,0.814,0.2,2.3,2.5,1.6,0.6,0.1,0.7,1.5,6.2,7.6,-0.5,0.7,0.2,0.016,@ChandlerParsons,ChandlerParsons
Lamar Patterson,\pattela01,http://www.basketball-reference.com/players/p/pattela01.html,SG,25,ATL,5,0,40,8,0.6,3,0.2,0.2,1.2,0.167,0.4,1.8,0.222,0.233,0.4,0.6,0.667,0.2,1.2,1.4,1.2,0.2,0,0.8,1.2,1.8,-1.9,-0.2,0,-0.1,-0.177,@LP21_,LP21_
Patrick Patterson,\pattepa01,http://www.basketball-reference.com/players/p/pattepa01.html,PF,27,TOR,62,7,1533,24.7,2.4,6,0.396,1.4,3.9,0.366,0.9,2,0.452,0.516,0.7,1,0.717,1,3.6,4.6,1.2,0.6,0.4,0.6,1.9,6.8,10.6,1.6,1.5,3.1,0.096,@pdpatt,pdpatt
Chris Paul,\paulch01,http://www.basketball-reference.com/players/p/paulch01.html,PG,31,LAC,58,58,1827,31.5,6.1,12.8,0.475,2,5,0.405,4.1,7.8,0.52,0.554,3.8,4.3,0.888,0.7,4.2,4.9,9.3,1.9,0.1,2.5,2.4,18.1,25.9,7.4,2.4,9.8,0.258,@CP3,CP3
Adreian Payne,\paynead01,http://www.basketball-reference.com/players/p/paynead01.html,PF,25,MIN,16,0,128,8,1.4,3.3,0.434,0.2,0.9,0.214,1.3,2.4,0.513,0.462,0.9,1.2,0.737,0.6,1.4,2,0.4,0.5,0.4,0.5,1.9,3.9,15.4,0.1,0.2,0.3,0.095,@Adreian_Payne,Adreian_Payne
Cameron Payne,\payneca01,http://www.basketball-reference.com/players/p/payneca01.html,PG,22,TOT,30,0,460,15.3,2.1,6.4,0.332,0.9,2.9,0.314,1.2,3.6,0.346,0.402,0.2,0.3,0.625,0.1,1.5,1.6,1.8,0.5,0.2,1,1.7,5.3,5.6,-0.8,0.4,-0.4,-0.037,@campayne,campayne
Cameron Payne,\payneca01,http://www.basketball-reference.com/players/p/payneca01.html,PG,22,OKC,20,0,320,16,2.2,6.5,0.331,0.8,2.6,0.308,1.4,3.9,0.346,0.392,0.2,0.2,1,0.1,1.5,1.6,2,0.5,0.3,0.8,1.9,5.3,6.2,-0.4,0.3,-0.1,-0.011,@campayne,campayne
Cameron Payne,\payneca01,http://www.basketball-reference.com/players/p/payneca01.html,PG,22,CHI,10,0,140,14,2.1,6.3,0.333,1.1,3.4,0.324,1,2.9,0.345,0.421,0.1,0.4,0.25,0.1,1.5,1.6,1.5,0.4,0,1.3,1.3,5.4,4.1,-0.4,0.1,-0.3,-0.095,@campayne,campayne
Elfrid Payton,\paytoel01,http://www.basketball-reference.com/players/p/paytoel01.html,PG,22,ORL,78,54,2290,29.4,5.2,11,0.469,0.5,1.8,0.266,4.7,9.2,0.508,0.491,1.8,2.6,0.691,1.1,3.6,4.7,6.3,1.1,0.5,2.1,2.2,12.6,17.1,2.2,2,4.2,0.088,@elfrid,elfrid
Gary Payton,\paytoga02,http://www.basketball-reference.com/players/p/paytoga02.html,PG,24,MIL,2,0,39,19.5,2,5.5,0.364,0.5,2,0.25,1.5,3.5,0.429,0.409,1,1.5,0.667,0,1.5,1.5,1.5,1,0.5,2,0.5,5.5,5.6,-0.1,0,-0.1,-0.089,NA,NA
Paul Pierce,\piercpa01,http://www.basketball-reference.com/players/p/piercpa01.html,SF,39,LAC,22,7,261,11.9,1.1,2.8,0.387,0.6,1.7,0.351,0.5,1.1,0.44,0.492,0.5,0.5,0.833,0,2,2.1,0.4,0.2,0.2,0.7,1.7,3.2,5.2,-0.2,0.3,0.1,0.011,@paulpierce34,paulpierce34
Marshall Plumlee,\plumlma02,http://www.basketball-reference.com/players/p/plumlma02.html,C,24,NYK,17,0,115,6.8,0.4,0.8,0.462,0,0,NA,0.4,0.8,0.462,0.462,0.5,0.9,0.533,0.8,1.1,1.8,0.5,0.2,0.2,0.5,0.8,1.2,9.2,0,0.1,0.1,0.034,@marshallplumlee,marshallplumlee
Mason Plumlee,\plumlma01,http://www.basketball-reference.com/players/p/plumlma01.html,C,26,TOT,77,62,2037,26.5,4.1,7.6,0.537,0,0.1,0,4.1,7.5,0.542,0.537,2.2,3.7,0.582,2.1,5.5,7.6,3.6,0.9,1.1,1.6,2.7,10.3,18.4,3.6,2.2,5.8,0.137,@masonplumlee,masonplumlee
Mason Plumlee,\plumlma01,http://www.basketball-reference.com/players/p/plumlma01.html,C,26,POR,54,54,1516,28.1,4.4,8.2,0.532,0,0.1,0,4.4,8.1,0.538,0.532,2.4,4.1,0.567,2.2,5.8,8,4,0.9,1.2,1.6,2.8,11.1,18.9,2.7,1.8,4.5,0.143,@masonplumlee,masonplumlee
Mason Plumlee,\plumlma01,http://www.basketball-reference.com/players/p/plumlma01.html,C,26,DEN,23,8,521,22.7,3.5,6.3,0.552,0,0,0,3.5,6.3,0.556,0.552,1.7,2.7,0.639,1.8,4.7,6.5,2.9,0.7,1,1.6,2.7,8.7,17.1,0.8,0.5,1.3,0.122,@masonplumlee,masonplumlee
Miles Plumlee,\plumlmi01,http://www.basketball-reference.com/players/p/plumlmi01.html,C,28,TOT,42,12,426,10.1,1,2,0.5,0,0,NA,1,2,0.5,0.5,0.6,0.9,0.641,0.7,1.2,1.9,0.5,0.4,0.3,0.7,1.5,2.6,9,0,0.4,0.4,0.047,@milesplumlee13,milesplumlee13
Miles Plumlee,\plumlmi01,http://www.basketball-reference.com/players/p/plumlmi01.html,C,28,MIL,32,12,310,9.7,0.9,2.1,0.441,0,0,NA,0.9,2.1,0.441,0.441,0.7,1.1,0.629,0.7,0.9,1.7,0.6,0.3,0.3,0.7,1.5,2.6,8,-0.1,0.3,0.1,0.019,@milesplumlee13,milesplumlee13
Miles Plumlee,\plumlmi01,http://www.basketball-reference.com/players/p/plumlmi01.html,C,28,CHO,10,0,116,11.6,1.2,1.6,0.75,0,0,NA,1.2,1.6,0.75,0.75,0.3,0.4,0.75,0.8,1.9,2.7,0.2,0.5,0.3,0.6,1.7,2.7,11.5,0.1,0.2,0.3,0.122,@milesplumlee13,milesplumlee13
Jakob Poeltl,\poeltja01,http://www.basketball-reference.com/players/p/poeltja01.html,C,21,TOR,51,4,586,11.5,1.2,2.1,0.556,0,0,NA,1.2,2.1,0.556,0.556,0.6,1.1,0.545,1.5,1.5,3,0.2,0.4,0.4,0.6,2,2.9,11.6,0.7,0.7,1.3,0.11,NA,NA
Otto Porter,\porteot01,http://www.basketball-reference.com/players/p/porteot01.html,SF,23,WAS,78,78,2568,32.9,5.2,10.1,0.518,1.9,4.3,0.438,3.3,5.8,0.577,0.611,1.2,1.5,0.825,1.4,5,6.4,1.6,1.5,0.5,0.6,2.4,13.6,17.2,6.3,2.9,9.2,0.172,NA,NA
Bobby Portis,\portibo01,http://www.basketball-reference.com/players/p/portibo01.html,PF,21,CHI,60,13,919,15.3,2.8,5.7,0.48,0.5,1.5,0.31,2.3,4.3,0.537,0.519,0.6,0.9,0.673,1.1,3.2,4.4,0.5,0.2,0.2,0.6,1.5,6.6,14.1,0.8,1,1.8,0.095,@BPortistime,BPortistime
Kristaps Porzingis,\porzikr01,http://www.basketball-reference.com/players/p/porzikr01.html,PF,21,NYK,66,65,2164,32.8,6.7,14.9,0.45,1.7,4.8,0.357,5,10.2,0.493,0.507,3,3.8,0.786,1.7,5.5,7.2,1.5,0.7,2,1.8,3.7,18.1,17.4,2.4,2.2,4.5,0.1,@kporzee,kporzee
Dwight Powell,\poweldw01,http://www.basketball-reference.com/players/p/poweldw01.html,C,25,DAL,73,2,1219,16.7,2.4,4.6,0.527,0.2,0.6,0.25,2.3,4,0.569,0.543,1.3,1.8,0.766,1.2,2.7,3.9,0.6,0.8,0.5,0.4,1.7,6.3,17.9,2.6,1.8,4.4,0.174,@DwightPowell33,DwightPowell33
Norman Powell,\powelno01,http://www.basketball-reference.com/players/p/powelno01.html,SG,23,TOR,74,17,1330,18,2.9,6.6,0.44,0.7,2.3,0.317,2.2,4.4,0.503,0.494,1.7,2.1,0.79,0.3,1.9,2.2,1.1,0.6,0.2,0.9,1.7,8.2,13.4,1.1,1.3,2.4,0.085,@npowell2404,npowell2404
Alex Poythress,\poythal01,http://www.basketball-reference.com/players/p/poythal01.html,SF,23,PHI,2,0,52,26,4,9,0.444,0.5,2.5,0.2,3.5,6.5,0.538,0.472,2,3,0.667,3,2,5,2,0.5,0.5,0,2.5,10.5,16.1,0.1,0,0.2,0.144,@AlexTheGreat22,AlexTheGreat22
Ronnie Price,\pricero01,http://www.basketball-reference.com/players/p/pricero01.html,PG,33,PHO,11,0,95,8.6,0.2,1.5,0.118,0.2,1.2,0.154,0,0.4,0,0.176,0.3,0.4,0.75,0.3,0.6,0.9,1.1,0.9,0.1,0.2,1,0.8,6.6,-0.1,0.1,0,0.008,NA,NA
Tim Quarterman,\quartti01,http://www.basketball-reference.com/players/q/quartti01.html,SG,22,POR,13,0,44,3.4,0.6,1,0.615,0.2,0.5,0.5,0.4,0.5,0.714,0.731,0,0,NA,0.2,0.3,0.5,0.6,0.1,0.2,0.3,0.3,1.5,19.5,0.1,0,0.2,0.166,@TimQuarterman1,TimQuarterman1
Chasson Randle,\randlch01,http://www.basketball-reference.com/players/r/randlch01.html,PG,23,TOT,23,0,241,10.5,1.4,3.5,0.407,0.6,1.7,0.35,0.8,1.8,0.463,0.494,1.5,1.6,0.944,0.3,1,1.2,1.4,0.3,0.1,0.5,1.5,5,15.6,0.6,0.1,0.7,0.149,@ChassonRandle,ChassonRandle
Chasson Randle,\randlch01,http://www.basketball-reference.com/players/r/randlch01.html,PG,23,PHI,8,0,74,9.3,1.5,3.3,0.462,0.8,1.9,0.4,0.8,1.4,0.545,0.577,1.5,1.5,1,0,0.6,0.6,0.8,0.4,0.1,0.4,1.4,5.3,17.7,0.2,0.1,0.3,0.197,@ChassonRandle,ChassonRandle
Chasson Randle,\randlch01,http://www.basketball-reference.com/players/r/randlch01.html,PG,23,NYK,15,0,167,11.1,1.4,3.7,0.382,0.5,1.7,0.32,0.9,2,0.433,0.455,1.5,1.6,0.917,0.4,1.1,1.5,1.7,0.3,0.1,0.5,1.5,4.8,14.7,0.4,0.1,0.4,0.127,@ChassonRandle,ChassonRandle
Julius Randle,\randlju01,http://www.basketball-reference.com/players/r/randlju01.html,PF,22,LAL,70,69,2031,29,5,10.5,0.48,0.2,0.8,0.288,4.8,9.6,0.496,0.491,2.7,3.8,0.725,2,6.7,8.7,3.6,0.7,0.5,2.4,3.4,13,15.9,1.6,1.4,3,0.071,@J30_RANDLE,J30_RANDLE
Zach Randolph,\randoza01,http://www.basketball-reference.com/players/r/randoza01.html,PF,35,MEM,71,5,1752,24.7,6,13.3,0.451,0.3,1.3,0.226,5.7,12,0.476,0.462,2,2.7,0.729,2.5,5.8,8.3,1.7,0.5,0.1,1.3,1.9,14.2,18.8,1,2.4,3.3,0.092,@MacBo50,MacBo50
J.J. Redick,\redicjj01,http://www.basketball-reference.com/players/r/redicjj01.html,SG,32,LAC,75,75,2116,28.2,5.1,11.4,0.446,2.6,6,0.431,2.5,5.4,0.462,0.559,2.4,2.7,0.889,0.1,2,2.2,1.4,0.7,0.1,1.3,1.7,15.1,14.8,3.2,1.3,4.5,0.103,@JJRedick,JJRedick
Willie Reed,\reedwi02,http://www.basketball-reference.com/players/r/reedwi02.html,C,26,MIA,67,5,981,14.6,2.3,4,0.557,0,0.1,0.2,2.2,4,0.564,0.559,0.7,1.2,0.568,1.8,2.9,4.6,0.4,0.3,0.7,0.4,1.9,5.2,16.8,1.9,1.5,3.3,0.164,NA,NA
Josh Richardson,\richajo01,http://www.basketball-reference.com/players/r/richajo01.html,SG,23,MIA,49,30,1458,29.8,3.7,9.6,0.388,1.3,4.2,0.317,2.4,5.3,0.444,0.458,1.1,1.5,0.764,0.6,2.6,3.2,2.6,1,0.7,1.2,2.5,9.9,10.1,0.1,1.6,1.7,0.057,@J_Rich1,J_Rich1
Malachi Richardson,\richama01,http://www.basketball-reference.com/players/r/richama01.html,SG,21,SAC,22,0,198,9,1.3,3.1,0.412,0.4,1.3,0.286,0.9,1.8,0.5,0.471,0.7,0.9,0.789,0.1,0.9,1,0.5,0.2,0,0.4,1,3.6,9.6,0,0.1,0.1,0.029,NA,NA
Austin Rivers,\riverau01,http://www.basketball-reference.com/players/r/riverau01.html,SG,24,LAC,74,29,2054,27.8,4.4,9.9,0.442,1.5,4,0.371,2.9,5.8,0.491,0.518,1.8,2.6,0.691,0.3,1.9,2.2,2.8,0.7,0.1,1.6,2.5,12,11.4,1.2,1.2,2.5,0.058,@AustinRivers25,AustinRivers25
Andre Roberson,\roberan03,http://www.basketball-reference.com/players/r/roberan03.html,SF,25,OKC,78,78,2358,30.2,2.7,5.9,0.464,0.6,2.3,0.246,2.2,3.6,0.608,0.513,0.6,1.4,0.423,1.3,3.9,5.2,1,1.2,1,0.7,2.6,6.7,9.7,1.1,3.2,4.2,0.086,@FlyDre21,FlyDre21
Brian Roberts,\roberbr01,http://www.basketball-reference.com/players/r/roberbr01.html,PG,31,CHO,38,0,348,9.2,1,2.6,0.39,0.4,1,0.421,0.6,1.6,0.371,0.47,0.8,0.9,0.833,0.1,0.8,0.9,1.3,0.2,0,0.5,0.5,3.3,11.6,0.3,0.2,0.5,0.066,NA,NA
Glenn Robinson,\robingl02,http://www.basketball-reference.com/players/r/robingl02.html,SF,23,IND,69,27,1426,20.7,2.3,4.9,0.466,0.7,1.8,0.392,1.6,3.1,0.509,0.538,0.8,1.1,0.711,0.8,2.7,3.6,0.7,0.6,0.3,0.5,0.9,6.1,11.5,1.3,1.2,2.5,0.083,@GRIII,GRIII
Thomas Robinson,\robinth01,http://www.basketball-reference.com/players/r/robinth01.html,PF,25,LAL,44,1,497,11.3,2.1,4,0.529,0,0,0,2.1,3.9,0.532,0.529,0.6,1.3,0.474,1.8,2.8,4.6,0.6,0.6,0.2,0.8,1.6,4.8,18.2,0.4,0.6,1,0.093,@Trobinson0,Trobinson0
Sergio Rodriguez,\rodrise01,http://www.basketball-reference.com/players/r/rodrise01.html,PG,30,PHI,68,30,1518,22.3,3.1,7.9,0.392,1.4,3.7,0.365,1.7,4.2,0.415,0.478,0.3,0.4,0.667,0.3,2,2.3,5.1,0.7,0.1,1.9,1.4,7.8,11,-0.3,1,0.7,0.023,@SergioRodriguez,SergioRodriguez
Rajon Rondo,\rondora01,http://www.basketball-reference.com/players/r/rondora01.html,PG,30,CHI,68,41,1823,26.8,3.3,8.1,0.408,0.7,1.9,0.366,2.6,6.2,0.42,0.451,0.4,0.7,0.6,1,4.1,5.1,6.7,1.4,0.2,2.5,2.1,7.8,13.5,-0.5,2.4,2,0.052,@RajonRondo,RajonRondo
Derrick Rose,\rosede01,http://www.basketball-reference.com/players/r/rosede01.html,PG,28,NYK,64,64,2082,32.5,7.2,15.3,0.471,0.2,0.9,0.217,7,14.3,0.487,0.477,3.5,4,0.874,1,2.8,3.8,4.4,0.7,0.3,2.3,1.3,18,16.9,2.4,0.6,3,0.069,@drose,drose
Terrence Ross,\rosste01,http://www.basketball-reference.com/players/r/rosste01.html,SF,25,TOT,74,20,1855,25.1,4.2,9.7,0.436,1.8,5,0.362,2.4,4.6,0.516,0.53,0.8,1,0.822,0.2,2.4,2.7,1.1,1.1,0.4,0.9,1.8,11.1,13.4,1.4,1.8,3.2,0.084,@T_DotFlight31,T_DotFlight31
Terrence Ross,\rosste01,http://www.basketball-reference.com/players/r/rosste01.html,SF,25,TOR,54,0,1207,22.4,3.9,8.9,0.441,1.8,4.7,0.375,2.1,4.1,0.516,0.541,0.8,0.9,0.82,0.3,2.3,2.6,0.8,1,0.4,0.6,1.5,10.4,14.9,1.6,1.3,2.9,0.114,@T_DotFlight31,T_DotFlight31
Terrence Ross,\rosste01,http://www.basketball-reference.com/players/r/rosste01.html,SF,25,ORL,20,20,648,32.4,5.1,11.9,0.426,2,5.9,0.333,3.1,6,0.517,0.508,1,1.2,0.826,0.2,2.7,2.9,1.7,1.4,0.6,1.5,2.7,13,10.5,-0.2,0.5,0.4,0.028,@T_DotFlight31,T_DotFlight31
Terry Rozier,\roziete01,http://www.basketball-reference.com/players/r/roziete01.html,PG,22,BOS,72,0,1249,17.3,2.1,5.7,0.369,0.8,2.5,0.322,1.3,3.2,0.404,0.439,0.7,0.9,0.773,0.5,2.5,3.1,1.8,0.6,0.2,0.7,0.9,5.7,10.8,0,1.3,1.4,0.053,@T_Rozzay3,T_Rozzay3
Ricky Rubio,\rubiori01,http://www.basketball-reference.com/players/r/rubiori01.html,PG,26,MIN,71,71,2324,32.7,3.4,8.4,0.406,0.8,2.6,0.308,2.6,5.8,0.45,0.454,3.3,3.8,0.884,0.9,3.1,4.1,9.1,1.7,0.1,2.6,2.7,10.9,17,4.4,1.7,6,0.125,@rickyrubio9,rickyrubio9
Damjan Rudez,\rudezda01,http://www.basketball-reference.com/players/r/rudezda01.html,SF,30,ORL,43,0,307,7.1,0.7,2,0.353,0.5,1.5,0.313,0.2,0.5,0.476,0.471,0,0,NA,0.1,0.5,0.6,0.4,0.3,0,0.2,0.7,1.9,6.2,-0.1,0.2,0.1,0.01,@Damjan_Rudez,Damjan_Rudez
Brandon Rush,\rushbr01,http://www.basketball-reference.com/players/r/rushbr01.html,SG,31,MIN,42,28,889,21.2,1.5,4.1,0.374,1,2.4,0.4,0.6,1.7,0.338,0.491,0.3,0.4,0.75,0.4,1.8,2.2,1,0.5,0.5,0.5,0.9,4.3,7.2,0.2,0.4,0.5,0.029,@BRush_25,BRush_25
D'Angelo Russell,\russeda01,http://www.basketball-reference.com/players/r/russeda01.html,PG,20,LAL,61,58,1743,28.6,5.6,13.7,0.407,2.1,6.1,0.353,3.4,7.6,0.451,0.486,2.3,3,0.776,0.5,3,3.5,4.8,1.4,0.3,2.7,2.1,15.7,15.6,0.5,0.9,1.3,0.037,@Dloading,Dloading
Domantas Sabonis,\sabondo01,http://www.basketball-reference.com/players/s/sabondo01.html,PF,20,OKC,77,65,1564,20.3,2.4,5.8,0.407,0.6,1.9,0.329,1.7,3.9,0.445,0.461,0.5,0.8,0.627,0.5,3,3.6,1,0.5,0.4,1,2.5,5.9,6.8,-0.9,1.7,0.8,0.024,@Dsabonis11,Dsabonis11
Larry Sanders,\sandela01,http://www.basketball-reference.com/players/s/sandela01.html,C,28,CLE,3,0,8,2.7,0,0.7,0,0,0,NA,0,0.7,0,0,0,0,NA,0.3,0.3,0.7,0,0,0,0,1,0,-10.2,0,0,0,-0.177,@LarrySanders,LarrySanders
Dario Saric,\saricda01,http://www.basketball-reference.com/players/s/saricda01.html,PF,22,PHI,78,33,2058,26.4,4.7,11.5,0.411,1.3,4.2,0.314,3.4,7.3,0.467,0.469,2.1,2.7,0.785,1.4,4.9,6.3,2.2,0.7,0.4,2.2,2,12.9,12.7,-1.1,2.1,1,0.023,@dariosaric,dariosaric
Tomas Satoransky,\satorto01,http://www.basketball-reference.com/players/s/satorto01.html,SG,25,WAS,54,2,663,12.3,1,2.4,0.42,0.1,0.6,0.25,0.9,1.8,0.475,0.45,0.4,0.6,0.677,0.4,1,1.4,1.5,0.4,0.1,0.6,1.1,2.6,8.6,0.1,0.5,0.6,0.045,@satoransky,satoransky
Dennis Schroder,\schrode01,http://www.basketball-reference.com/players/s/schrode01.html,PG,23,ATL,76,75,2398,31.6,7,15.6,0.45,1.3,3.8,0.337,5.7,11.8,0.486,0.49,2.8,3.3,0.853,0.6,2.6,3.1,6.3,1,0.2,3.3,1.9,18.1,16.1,1,2.4,3.4,0.068,@DennisMike93,DennisMike93
Luis Scola,\scolalu01,http://www.basketball-reference.com/players/s/scolalu01.html,PF,36,BRK,36,1,461,12.8,2,4.2,0.47,0.5,1.4,0.34,1.5,2.8,0.535,0.526,0.7,1,0.676,1.4,2.4,3.9,1,0.4,0.1,0.9,1.8,5.1,13.9,0.4,0.4,0.8,0.083,@LScola4,LScola4
Mike Scott,\scottmi01,http://www.basketball-reference.com/players/s/scottmi01.html,PF,28,ATL,18,0,195,10.8,0.9,3.2,0.293,0.2,1.5,0.148,0.7,1.7,0.419,0.328,0.4,0.4,0.875,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.5,6.1,-0.3,0.2,0,-0.009,@mikescott,mikescott
Thabo Sefolosha,\sefolth01,http://www.basketball-reference.com/players/s/sefolth01.html,SF,32,ATL,60,42,1556,25.9,2.9,6.4,0.446,0.7,2,0.35,2.2,4.5,0.487,0.499,0.9,1.3,0.733,0.9,3.5,4.4,1.8,1.6,0.5,0.9,1.6,7.3,12.2,0.7,2.6,3.3,0.103,@ThaboSefolosha,ThaboSefolosha
Wayne Selden,\seldewa01,http://www.basketball-reference.com/players/s/seldewa01.html,SG,22,TOT,11,5,146,13.3,1.3,3.2,0.4,0.5,2,0.227,0.8,1.2,0.692,0.471,0.9,1.5,0.625,0,1.1,1.1,0.7,0.5,0.1,0.7,1.1,3.9,7,-0.1,0.2,0,0.012,@WayneSeldenJr,WayneSeldenJr
Wayne Selden,\seldewa01,http://www.basketball-reference.com/players/s/seldewa01.html,SG,22,NOP,3,3,47,15.7,1.7,2.7,0.625,1.3,2.3,0.571,0.3,0.3,1,0.875,0.7,1.3,0.5,0,1.7,1.7,0.3,0.7,0,1,2,5.3,10,0,0.1,0.1,0.09,@WayneSeldenJr,WayneSeldenJr
Wayne Selden,\seldewa01,http://www.basketball-reference.com/players/s/seldewa01.html,SG,22,MEM,8,2,99,12.4,1.1,3.4,0.333,0.1,1.9,0.067,1,1.5,0.667,0.352,1,1.5,0.667,0,0.9,0.9,0.9,0.5,0.1,0.6,0.8,3.4,5.6,-0.2,0.1,-0.1,-0.024,@WayneSeldenJr,WayneSeldenJr
Kevin Seraphin,\serapke01,http://www.basketball-reference.com/players/s/serapke01.html,PF,27,IND,45,3,485,10.8,2,3.7,0.545,0,0,0,2,3.6,0.552,0.545,0.1,0.2,0.5,0.8,1.9,2.7,0.5,0.1,0.4,0.5,1.2,4.1,13.7,0.3,0.5,0.7,0.073,@kevin_seraphin,kevin_seraphin
Ramon Sessions,\sessira01,http://www.basketball-reference.com/players/s/sessira01.html,PG,30,CHO,50,1,811,16.2,2,5.3,0.38,0.4,1.2,0.339,1.6,4,0.393,0.42,1.8,2.4,0.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2,12.3,0.3,0.6,0.9,0.055,NA,NA
Iman Shumpert,\shumpim01,http://www.basketball-reference.com/players/s/shumpim01.html,SG,26,CLE,72,29,1844,25.6,2.7,6.5,0.41,1.3,3.5,0.369,1.4,3,0.46,0.511,0.9,1.1,0.793,0.5,2.4,2.9,1.5,0.8,0.4,1,2,7.5,9.2,0.8,1.3,2.1,0.056,@imanshumpert,imanshumpert
Pascal Siakam,\siakapa01,http://www.basketball-reference.com/players/s/siakapa01.html,PF,22,TOR,54,38,831,15.4,1.8,3.6,0.503,0,0.1,0.167,1.8,3.5,0.513,0.505,0.4,0.6,0.688,1.1,2.1,3.3,0.3,0.5,0.8,0.6,2,4.1,11.5,0.4,1.1,1.5,0.087,@pskills43,pskills43
Jonathon Simmons,\simmojo02,http://www.basketball-reference.com/players/s/simmojo02.html,SG,27,SAS,74,6,1304,17.6,2.2,5.2,0.427,0.4,1.3,0.319,1.8,3.9,0.462,0.466,1.3,1.7,0.764,0.3,1.8,2,1.6,0.6,0.3,1,1.9,6.1,10.1,0.1,2,2,0.075,@ThaRealJsimms,ThaRealJsimms
Kyle Singler,\singlky01,http://www.basketball-reference.com/players/s/singlky01.html,SF,28,OKC,28,0,285,10.2,0.8,2,0.4,0.2,0.9,0.231,0.6,1,0.552,0.455,0.3,0.4,0.818,0.1,1,1.1,0.2,0.1,0.1,0.4,0.8,2.1,4,-0.1,0.2,0.1,0.01,@KyleSingler,KyleSingler
Marcus Smart,\smartma01,http://www.basketball-reference.com/players/s/smartma01.html,PG,22,BOS,75,24,2274,30.3,3.4,9.6,0.358,1.1,4.1,0.275,2.3,5.5,0.421,0.417,2.5,3.2,0.806,1,2.9,3.9,4.5,1.5,0.4,2.1,2.4,10.5,11.6,0.1,2.5,2.6,0.055,@smart_MS3,smart_MS3
Ish Smith,\smithis01,http://www.basketball-reference.com/players/s/smithis01.html,PG,28,DET,77,28,1832,23.8,3.9,8.9,0.438,0.4,1.2,0.281,3.5,7.6,0.463,0.458,0.8,1.2,0.696,0.2,2.7,2.9,5,0.8,0.4,1.4,1.6,9,14.5,0.6,2.2,2.8,0.074,@ishsmith,ishsmith
J.R. Smith,\smithjr01,http://www.basketball-reference.com/players/s/smithjr01.html,SG,31,CLE,37,31,1056,28.5,3.1,8.7,0.36,2.4,6.6,0.365,0.7,2.1,0.346,0.498,0.3,0.4,0.667,0.4,2.3,2.7,1.4,1,0.3,0.6,1.8,8.9,8.9,0.3,0.7,1,0.046,@TheRealJRSmith,TheRealJRSmith
Jason Smith,\smithja02,http://www.basketball-reference.com/players/s/smithja02.html,C,30,WAS,70,2,1004,14.3,2.4,4.5,0.532,0.5,1,0.5,1.9,3.5,0.541,0.587,0.5,0.7,0.681,0.9,2.6,3.5,0.5,0.3,0.7,0.7,2.3,5.8,14,1.1,1.2,2.3,0.108,@JasonSmith014,JasonSmith014
Tony Snell,\snellto01,http://www.basketball-reference.com/players/s/snellto01.html,SG,25,MIL,77,77,2248,29.2,3.1,6.7,0.454,1.8,4.5,0.399,1.3,2.3,0.56,0.586,0.6,0.8,0.81,0.3,2.9,3.2,1.2,0.6,0.2,0.6,1.6,8.5,9.7,2.1,1.2,3.3,0.07,@TonySnell20,TonySnell20
Marreese Speights,\speigma01,http://www.basketball-reference.com/players/s/speigma01.html,C,29,LAC,79,2,1237,15.7,3,6.7,0.449,1.3,3.4,0.377,1.7,3.4,0.521,0.543,1.5,1.7,0.876,1.1,3.5,4.6,0.8,0.3,0.5,0.8,2.8,8.8,18,2.5,1.6,4.1,0.16,@Mospeights16,Mospeights16
Tiago Splitter,\splitti01,http://www.basketball-reference.com/players/s/splitti01.html,C,32,PHI,4,0,30,7.5,1.5,2.8,0.545,0.3,0.5,0.5,1.3,2.3,0.556,0.591,1.5,1.8,0.857,1.3,0.8,2,0.8,0,0.3,0.5,0.8,4.8,26,0.1,0,0.2,0.262,@tiagosplitter,tiagosplitter
